S.N,Date,Open,High,Low,Close,Absolute,Percentage,Volume,Trunover
122,2019-06-04,1292.86,1297.91,1286.37,1289.28,3.56,-0.28%,2252546,715478612
123,2019-06-03,1306.88,1308.63,1291.02,1292.84,12.84,-0.98%,2176370,698739706
124,2019-06-02,1317.91,1317.91,1304.53,1305.68,13.79,-1.05%,2078091,753257209
125,2019-05-30,1328.62,1349.38,1317.67,1319.47,5.58,0.43  %,4894681,1528151792
126,2019-05-29,1307.30,1315.16,1307.13,1313.88,8.39,0.64  %,2628420,900805960
127,2019-05-28,1304.22,1307.08,1300.45,1305.49,2.53,0.19  %,2412962,756891613
128,2019-05-27,1302.98,1309.90,1298.36,1302.96,0.34,0.03  %,1701064,519556793
129,2019-05-26,1315.97,1317.86,1301.32,1302.61,11.93,-0.91%,2054286,626201666
130,2019-05-23,1321.69,1324.15,1309.12,1314.55,5.08,-0.39%,2943304,932644887
131,2019-05-22,1314.94,1322.47,1314.82,1319.63,7.49,0.57  %,3436937,966693249
132,2019-05-21,1308.40,1317.79,1304.59,1312.14,4.42,0.34  %,3102284,814452267
133,2019-05-20,1319.21,1322.85,1305.43,1307.71,9.13,-0.69%,3398680,1220507485
134,2019-05-19,1319.33,1322.09,1312.81,1316.84,1.87,-0.14%,3275233,1088798225
135,2019-05-16,1322.68,1326.69,1313.93,1318.71,2.29,-0.17%,2992663,947656516
136,2019-05-15,1316.79,1334.06,1316.21,1321.00,5.55,0.42  %,4043157,1330314247
137,2019-05-14,1307.84,1321.00,1307.84,1315.45,14.12,1.08  %,3166467,1037258729
138,2019-05-13,1295.99,1301.68,1295.99,1301.34,6.3,0.49  %,2392403,786412808
139,2019-05-12,1292.12,1295.03,1284.17,1295.03,3.07,0.24  %,2669059,847699661
140,2019-05-09,1297.57,1302.62,1290.11,1291.96,5.64,-0.43%,3585695,947347776
141,2019-05-08,1301.39,1304.15,1295.32,1297.60,3.68,-0.28%,1907783,507934919
142,2019-05-07,1298.35,1311.18,1295.73,1301.28,1.87,0.14  %,2520790,728828745
143,2019-05-06,1278.00,1299.41,1270.06,1299.41,21.73,1.7  %,2075040,633653529
144,2019-05-05,1293.71,1293.71,1276.73,1277.68,16.71,-1.29%,2312530,650378454
145,2019-05-02,1298.80,1300.43,1282.95,1294.39,4.21,-0.32%,1803026,587855113
146,2019-04-30,1310.65,1316.53,1296.07,1298.60,11.7,-0.89%,2967358,950086936
147,2019-04-29,1318.44,1322.95,1299.09,1310.31,4.21,-0.32%,3016480,1197769008
148,2019-04-28,1293.77,1322.88,1293.77,1314.51,22.39,1.73  %,4921084,1675938820
149,2019-04-25,1279.67,1296.92,1279.67,1292.12,12.83,1  %,4522036,1358435517
150,2019-04-24,1265.11,1280.84,1261.69,1279.29,19.14,1.52  %,3408374,950304410
151,2019-04-23,1256.61,1268.32,1248.50,1260.68,3.74,0.3  %,1801522,614147411
152,2019-04-22,1264.77,1280.08,1247.65,1256.94,7.26,-0.57%,3259496,1046039903
153,2019-04-21,1232.53,1264.20,1230.22,1264.20,31.89,2.59  %,3375153,1036932732
154,2019-04-18,1217.11,1232.26,1214.95,1232.26,15.22,1.25  %,2464165,751211764
155,2019-04-17,1212.34,1223.42,1210.35,1217.04,4.99,0.41  %,2801613,821698010
156,2019-04-16,1187.73,1212.05,1187.73,1212.05,23.33,1.96  %,2411650,742718751
157,2019-04-15,1184.22,1188.71,1181.95,1188.71,4.7,0.4  %,964598,304576782
158,2019-04-11,1184.29,1189.98,1180.18,1184.02,0.59,-0.05%,1251241,396421501
159,2019-04-10,1181.72,1187.98,1174.88,1184.61,3.52,0.3  %,1612396,410494632
160,2019-04-09,1191.78,1194.62,1180.00,1181.10,10.58,-0.89%,2788886,735159992
161,2019-04-08,1183.46,1197.88,1179.47,1191.68,9.32,0.79  %,2951478,906936763
162,2019-04-07,1164.94,1182.36,1161.66,1182.36,17.16,1.47  %,1887373,543955642
163,2019-04-04,1165.85,1169.87,1159.90,1165.20,0.64,-0.05%,1769700,423492663
164,2019-04-03,1163.71,1172.40,1158.79,1165.84,2.01,0.17  %,2029015,545818619
165,2019-04-02,1153.89,1164.41,1153.89,1163.47,13.72,1.19  %,1893120,500881738
166,2019-04-01,1142.65,1152.05,1142.06,1149.99,6.43,0.56  %,1265662,352810750
167,2019-03-31,1145.95,1149.81,1139.68,1143.09,0.91,-0.08%,950643,266606810
168,2019-03-28,1142.00,1144.53,1140.56,1144.53,2.01,0.18  %,989177,251596524
169,2019-03-27,1140.69,1142.81,1140.16,1142.61,1.89,0.17  %,2226850,486641079
170,2019-03-26,1138.86,1140.90,1136.70,1140.72,2.07,0.18  %,882885,215121580
171,2019-03-25,1134.65,1139.71,1132.06,1138.67,3.87,0.34  %,929397,242727755
172,2019-03-24,1141.33,1142.14,1131.14,1134.80,5.78,-0.51%,830068,232401131
173,2019-03-21,1148.61,1150.30,1140.00,1140.60,6.86,-0.6%,974726,272494565
174,2019-03-19,1155.72,1158.78,1147.15,1147.15,6.83,-0.59%,534995,148633245
175,2019-03-18,1161.05,1164.62,1153.98,1153.98,7.47,-0.64%,1393558,360709780
176,2019-03-17,1156.18,1165.19,1156.18,1161.45,5.99,0.52  %,1477892,371236251
177,2019-03-14,1149.64,1156.19,1142.89,1155.50,5.37,0.46  %,1357796,494100659
178,2019-03-13,1157.85,1166.24,1150.10,1150.10,13.16,-1.13%,1480062,428341152
179,2019-03-12,1148.69,1163.26,1143.99,1163.26,20.33,1.78  %,1954056,527735558
180,2019-03-11,1129.51,1142.93,1125.94,1142.93,14.28,1.26  %,1347048,402840213
181,2019-03-10,1127.29,1129.41,1118.21,1128.71,0.94,0.08  %,322242,93842861
182,2019-03-07,1112.45,1127.77,1112.45,1127.77,16.01,1.44  %,1168304,293938203
183,2019-03-06,1103.17,1111.76,1100.97,1111.76,9.12,0.83  %,826013,224666128
184,2019-03-05,1100.95,1104.61,1098.95,1102.64,2.06,0.19  %,733422,225231443
185,2019-03-03,1108.26,1108.84,1100.58,1100.58,4.95,-0.45%,873495,235320940
186,2019-02-27,1103.65,1111.04,1103.17,1105.53,2.97,0.27  %,809463,219939261
187,2019-02-26,1109.77,1110.22,1101.59,1102.56,7.17,-0.65%,653028,165672285
188,2019-02-25,1102.45,1109.73,1100.13,1109.73,7.41,0.67  %,720845,203839864
189,2019-02-24,1115.20,1115.25,1102.32,1102.32,10.75,-0.97%,698542,209997569
190,2019-02-21,1113.60,1114.14,1110.15,1113.07,0.84,0.08  %,475766,164478688
191,2019-02-20,1128.97,1128.97,1112.33,1112.23,12.72,-1.13%,681138,166173628
192,2019-02-19,1103.35,1124.23,1102.30,1124.23,22.44,2.04  %,714876,214588619
193,2019-02-18,1110.27,1111.14,1101.81,1102.51,7.21,-0.65%,876208,234594381
194,2019-02-17,1117.70,1122.10,1107.92,1109.72,3.15,-0.28%,828823,210726447
195,2019-02-14,1120.19,1120.30,1112.15,1112.87,8.21,-0.73%,8095072,2166506465
196,2019-02-13,1129.86,1132.39,1121.08,1121.08,7.11,-0.63%,812387,238836838
197,2019-02-12,1131.32,1132.50,1126.42,1128.19,0.67,-0.06%,846780,194159965
198,2019-02-11,1126.46,1132.37,1124.51,1128.86,1.34,0.12  %,687336,202714022
199,2019-02-10,1138.62,1138.86,1125.83,1127.53,12.05,-1.06%,782477,235194883
200,2019-02-07,1139.29,1140.62,1137.14,1139.57,0.15,-0.01%,882307,257641642
201,2019-02-06,1147.23,1147.31,1139.09,1139.72,7.38,-0.64%,746946,235636859
202,2019-02-05,1143.58,1149.40,1143.39,1147.10,2.83,0.25  %,736769,231022233
203,2019-02-04,1152.98,1155.08,1144.27,1144.27,8.85,-0.77%,1209868,364364849
204,2019-02-03,1160.57,1161.22,1152.16,1153.06,8.57,-0.74%,1527706,415773603
205,2019-01-31,1162.34,1163.86,1160.26,1161.63,1.04,0.09  %,907314,273387443
206,2019-01-30,1160.53,1163.27,1159.35,1160.59,0.4,-0.03%,572775,192094492
207,2019-01-29,1164.91,1165.09,1160.10,1160.99,3.89,-0.33%,1035071,308014387
208,2019-01-28,1162.94,1164.89,1161.48,1164.89,2.79,0.24  %,871828,224316527
209,2019-01-27,1171.35,1171.72,1160.84,1162.09,10.68,-0.91%,1185872,340371127
210,2019-01-24,1172.27,1175.42,1170.54,1172.78,0.2,-0.02%,992930,315451014
211,2019-01-23,1168.14,1172.98,1167.99,1172.98,4.15,0.35  %,1002107,247743155
212,2019-01-22,1164.56,1172.03,1163.58,1168.83,0.78,0.07  %,1024615,nan
213,2019-01-21,1175.68,1175.68,1167.69,1168.06,10.86,-0.92%,1265786,nan
214,2019-01-20,1190.67,1191.41,1177.02,1179.17,8.6,-0.72%,1263104,nan
215,2019-01-17,1190.66,1190.66,1186.52,1187.77,0.2,-0.02%,835826,nan
216,2019-01-16,1199.10,1200.32,1187.97,1187.97,7.57,-0.63%,1744187,nan
217,2019-01-15,1180.98,1195.54,1180.78,1195.54,17.51,1.49  %,835239,nan
218,2019-01-14,1183.06,1186.80,1181.11,1186.80,11.74,1  %,791346,nan
219,2019-01-13,1181.53,1182.44,1173.46,1175.05,5.78,-0.49%,1163781,nan
220,2019-01-10,1179.36,1183.19,1179.36,1180.84,1.48,0.13  %,1387592,nan
221,2019-01-09,1177.87,1177.07,1183.12,1179.36,2.29,0.19  %,1513912,nan
222,2019-01-08,1177.87,1180.85,1177.15,1177.07,0.4,-0.03%,1109020,nan
223,2019-01-07,1170.72,1181.17,1170.36,1177.46,6.67,0.57%,977359,322203000
224,2019-01-06,1178.25,1181.58,1170.11,1170.79,-7.22,-0.61%,1363854,298870000
225,2019-01-03,1180.47,1184.95,1178.06,1178.87,-1.56,-0.13%,797613,262468000
226,2019-01-02,1185.91,1186.90,1180.43,1180.43,-5.42,-0.46%,751411,246231000
227,2019-01-01,1187.30,1196.18,1183.84,1185.91,-1.36,-0.11%,689720,227166000
228,2018-12-31,1204.68,1207.25,1188.19,1187.28,-17.26,-1.43%,1179043,390624000
229,2018-12-30,1215.14,1219.29,1204.24,1204.54,-10.62,-0.87%,1236343,433889000
230,2018-12-27,1216.57,1232.74,1211.72,1215.16,-1.08,-0.09%,2872551,1097720000
231,2018-12-26,1186.11,1216.27,1184.30,1216.27,30.26,2.55%,1914274,679681000
232,2018-12-25,1192.61,1192.95,1182.41,1186.03,-5.71,-0.48%,1241843,337190000
233,2018-12-24,1198.26,1207.88,1190.86,1191.74,-6.45,-0.54%,2276175,695495000
234,2018-12-23,1166.33,1198.18,1166.33,1198.18,32.24,2.77%,2832245,756869000
235,2018-12-20,1162.65,1173.80,1162.65,1165.97,3.28,0.28%,1205914,393798000
236,2018-12-19,1168.29,1171.58,1158.88,1162.70,-5.46,-0.47%,1302822,342703000
237,2018-12-18,1183.12,1185.36,1165.59,1168.17,-14.61,-1.24%,1478724,512581000
238,2018-12-17,1167.55,1182.81,1166.06,1182.78,15.17,1.3%,1260518,360562000
239,2018-12-16,1149.23,1168.59,1149.23,1167.67,18.89,1.64%,1407534,437037000
240,2018-12-13,1141.25,1153.17,1140.54,1148.78,7.6,0.67%,997672,298800000
241,2018-12-12,1140.83,1143.70,1137.67,1141.18,0.08,0.01%,873719,208110000
242,2018-12-11,1143.85,1145.75,1139.95,1141.10,-3.08,-0.27%,1286575,370361000
243,2018-12-10,1131.43,1145.61,1131.43,1144.19,12.49,1.1%,1264340,386500000
244,2018-12-09,1121.16,1128.45,1121.10,1131.70,10.85,0.97%,714618,218709000
245,2018-12-06,1117.97,1126.00,1109.32,1120.84,2.7,0.24%,1374346,338913000
246,2018-12-05,1140.99,1142.06,1117.45,1118.19,-22.8,-2%,1168233,329014000
247,2018-12-04,1133.00,1142.01,1131.15,1142.26,10.52,0.93%,1220144,365180000
248,2018-12-03,1130.31,1144.00,1128.91,1131.73,0.9,0.08%,2139348,622255000
249,2018-12-02,1148.29,1148.36,1129.89,1130.89,-17.47,-1.52%,1445247,451952000
250,2018-11-29,1159.07,1160.42,1148.13,1148.36,-10.72,-0.92%,1062043,314926000
251,2018-11-28,1161.50,1162.98,1158.75,1159.08,-2.41,-0.21%,1399144,396228000
252,2018-11-27,1159.75,1167.17,1159.75,1161.49,1.66,0.14%,788169,218849000
253,2018-11-26,1166.59,1167.19,1159.31,1160.28,-6.35,-0.54%,991730,293714000
254,2018-11-25,1181.96,1182.44,1166.01,1166.63,-14.62,-1.24%,840055,244221000
255,2018-11-22,1184.01,1184.92,1181.34,1181.24,-1.3,-0.11%,774686,248907000
256,2018-11-21,1182.17,1182.74,1176.45,1182.55,0.8,0.0677049%,852768,227566000
257,2018-11-20,1189.97,1190.15,1181.66,1181.75,-8.46,-0.71%,566669,171414000
258,2018-11-19,1196.08,1196.15,1187.96,1190.20,-5.25,-0.44%,713886,207570000
259,2018-11-18,1203.94,1204.79,1194.18,1195.45,-9.56,-0.79%,1079427,319399000
260,2018-11-15,1208.89,1213.63,1205.20,1205.58,-3.31,-0.27%,827856,236074000
261,2018-11-14,1208.28,1209.23,1203.58,1208.89,1.32,0.11%,785993,170161000
262,2018-11-13,1192.87,1209.10,1191.72,1207.57,14.24,1.19%,655268,166104000
263,2018-11-12,1204.64,1204.64,1192.22,1193.34,-12.44,-1.03%,443355,132057000
264,2018-11-11,1224.39,1224.39,1205.22,1205.79,-16.74,-1.37%,314297,98566500
265,2018-11-06,1222.53,1222.53,1222.53,1222.53,3.33,0.27%,117598,33213900
266,2018-11-05,1207.28,1219.75,1205.81,1219.20,11.92,0.99%,822207,239046000
267,2018-11-04,1220.98,1221.22,1206.48,1207.28,-13.7,-1.12%,2729130,280206000
268,2018-11-01,1221.46,1223.76,1217.46,1220.98,-0.48,-0.04%,782029,241964000
269,2018-10-31,1224.36,1224.99,1218.83,1221.46,-2.9,-0.24%,686115,158274000
270,2018-10-30,1216.93,1224.36,1216.00,1224.36,7.43,0.61%,924665,213728000
271,2018-10-29,1227.49,1227.49,1215.82,1216.93,-10.56,-0.86%,987321,214403000
272,2018-10-28,1241.11,1241.82,1225.38,1227.49,-13.62,-1.1%,1197106,305220000
273,2018-10-25,1249.93,1250.30,1240.58,1241.11,-8.82,-0.71%,948593,270716000
274,2018-10-24,1241.84,1250.45,1239.01,1249.93,8.09,0.65%,891609,218378000
275,2018-10-23,1244.54,1246.22,1238.63,1241.84,-2.7,-0.22%,842196,192782000
276,2018-10-22,1246.52,1248.09,1240.58,1244.54,-1.98,-0.16%,730399,167090000
277,2018-10-21,1241.63,1248.51,1241.15,1246.52,4.89,0.39%,700723,136048000
278,2018-10-15,1242.43,1246.14,1241.48,1241.63,-0.8,-0.06%,1464894,306737000
279,2018-10-14,1228.28,1242.43,1228.16,1242.43,14.15,1.15%,1016460,265802000
280,2018-10-11,1218.33,1228.28,1214.77,1228.28,9.95,0.82%,862368,231244000
281,2018-10-10,1217.93,1218.86,1213.58,1218.33,0.4,0.03%,856187,218171000
282,2018-10-09,1220.52,1227.07,1217.06,1217.93,-2.59,-0.21%,1018079,336794000
283,2018-10-08,1214.36,1222.78,1213.36,1220.52,6.16,0.51%,1451572,360993000
284,2018-10-07,1227.37,1227.37,1212.88,1214.36,-13.01,-1.06%,1337526,378448000
285,2018-10-04,1230.60,1231.84,1221.33,1227.37,-3.23,-0.26%,1582558,396954000
286,2018-10-03,1241.36,1242.27,1230.60,1230.60,-10.76,-0.87%,1436512,365170000
287,2018-10-02,1238.67,1247.44,1237.53,1241.36,2.69,0.22%,2040083,440749000
288,2018-10-01,1256.71,1258.26,1237.97,1238.67,-18.04,-1.44%,1761817,524752000
289,2018-09-30,1267.18,1267.76,1253.44,1256.71,-10.47,-0.83%,2106949,561559000
290,2018-09-27,1277.74,1278.71,1266.18,1267.18,-10.56,-0.83%,2196926,492741000
291,2018-09-26,1280.05,1288.52,1270.05,1277.74,-2.31,-0.18%,4591048,890030000
292,2018-09-25,1257.68,1283.45,1257.74,1280.05,22.37,1.78%,4417230,1051050000
293,2018-09-23,1255.09,1260.39,1250.90,1257.68,2.61,0.21%,5567038,618721000
294,2018-09-20,1258.81,1260.96,1249.78,1255.07,-3.74,-0.3%,2015829,528861000
295,2018-09-18,1256.40,1261.61,1251.25,1258.81,2.41,0.19%,1559402,440420000
296,2018-09-17,1256.55,1261.19,1247.90,1256.40,-0.13,-0.01%,2425303,579805000
297,2018-09-16,1244.84,1270.19,1244.99,1256.53,11.69,0.94%,3070231,886097000
298,2018-09-13,1230.71,1246.24,1230.80,1244.84,14.13,1.15%,2711110,687437000
299,2018-09-12,1217.65,1230.96,1215.62,1230.71,13.06,1.07%,1393649,399812000
300,2018-09-11,1210.88,1224.60,1210.88,1217.65,6.77,0.56%,1113231,314528000
301,2018-09-10,1218.98,1220.25,1206.88,1210.88,-8.1,-0.66%,1159772,234584000
302,2018-09-09,1229.77,1230.37,1217.33,1218.98,-10.79,-0.88%,1272108,298513000
303,2018-09-06,1234.15,1247.35,1224.25,1229.77,-4.36,-0.35%,3239985,695782000
304,2018-09-05,1210.24,1243.61,1210.30,1234.13,23.89,1.97%,2381650,690163000
305,2018-09-04,1206.26,1214.20,1202.68,1210.24,3.98,0.33%,1775022,405795000
306,2018-09-03,1190.28,1213.86,1190.27,1206.26,15.98,1.34%,1898305,519075000
307,2018-09-02,1181.69,1191.93,1178.59,1190.28,8.59,0.73%,960714,283239000
308,2018-08-30,1172.30,1181.69,1170.69,1181.69,9.39,0.8%,706211,185088000
309,2018-08-29,1177.09,1177.79,1171.00,1172.30,-4.79,-0.41%,604438,177668000
310,2018-08-28,1175.72,1177.09,1172.78,1177.09,1.37,0.12%,622801,176827000
311,2018-08-26,1178.50,1178.67,1175.50,1175.72,-2.78,-0.24%,609257,131823000
312,2018-08-23,1182.42,1183.13,1175.35,1178.50,-3.92,-0.33%,1020595,261261000
313,2018-08-22,1183.89,1185.34,1180.26,1182.42,-1.47,-0.12%,663390,158340000
314,2018-08-21,1188.08,1188.27,1181.98,1183.89,-4.18,-0.35%,570173,173720000
315,2018-08-20,1196.29,1196.84,1185.82,1188.07,-8.22,-0.69%,603102,193962000
316,2018-08-19,1210.32,1210.75,1195.70,1196.29,-14.03,-1.16%,1564692,281053000
317,2018-08-16,1209.71,1218.71,1203.14,1210.32,0.61,0.05%,1375602,410745000
318,2018-08-15,1180.98,1210.09,1180.99,1209.71,28.73,2.43%,1079066,315848000
319,2018-08-14,1174.37,1181.39,1170.09,1180.98,6.61,0.56%,732725,179439000
320,2018-08-13,1163.94,1174.62,1161.96,1174.37,10.43,0.9%,533492,162339000
321,2018-08-12,1180.63,1181.58,1163.41,1163.94,-16.69,-1.41%,781560,240829000
322,2018-08-09,1187.32,1189.23,1179.25,1180.63,-6.69,-0.56%,869307,185994000
323,2018-08-08,1188.21,1190.30,1186.09,1187.32,-0.89,-0.07%,474861,139159000
324,2018-08-07,1189.67,1192.06,1186.26,1188.21,-1.46,-0.12%,909341,171795000
325,2018-08-06,1189.88,1192.97,1188.05,1189.67,-0.21,-0.02%,796734,156654000
326,2018-08-05,1191.31,1192.53,1188.44,1189.88,-1.43,-0.12%,597597,158753000
327,2018-08-02,1193.87,1195.94,1191.13,1191.31,-2.56,-0.21%,672368,185231000
328,2018-08-01,1191.47,1194.61,1190.04,1193.87,2.4,0.2%,766789,166588000
329,2018-07-31,1194.38,1196.56,1189.77,1191.47,-2.91,-0.24%,578933,162706000
330,2018-07-30,1194.82,1198.56,1193.17,1194.38,-0.44,-0.04%,1284944,271273000
331,2018-07-29,1191.20,1196.79,1191.20,1194.82,3.62,0.3%,781484,175889000
332,2018-07-26,1194.35,1197.00,1188.15,1191.20,-3.15,-0.26%,792055,179885000
333,2018-07-25,1194.50,1200.00,1192.26,1194.35,-4.92,-0.41%,629717,148591000
334,2018-07-24,1194.50,1213.15,1194.09,1199.27,4.77,0.4%,1189689,281845000
335,2018-07-23,1181.66,1194.90,1181.40,1194.50,12.84,1.09%,673053,178877000
336,2018-07-22,1193.39,1194.00,1181.12,1181.66,-11.73,-0.98%,661246,198145000
337,2018-07-19,1198.77,1199.54,1192.78,1193.39,-5.38,-0.45%,1918648,239239000
338,2018-07-18,1204.31,1205.15,1196.21,1198.77,-5.54,-0.46%,477687,163767000
339,2018-07-17,1212.36,1214.85,1202.85,1204.31,-8.05,-0.66%,514161,192837000
340,2018-07-16,1200.09,1212.36,1197.06,1212.36,12.27,1.02%,1176592,225412000
341,2018-07-15,1205.64,1200.31,1192.00,1200.09,8.11,0.68%,667434,160974000
342,2018-07-12,1205.64,1210.60,1190.09,1191.98,-13.66,-1.13%,1620880,372245000
343,2018-07-11,1205.93,1221.75,1204.29,1205.64,-0.29,-0.02%,1267531,353545000
344,2018-07-10,1206.43,1214.45,1202.79,1205.93,-0.5,-0.04%,876611,252370000
345,2018-07-09,1224.39,1226.09,1204.95,1206.43,-17.96,-1.47%,1097067,381536000
346,2018-07-08,1224.41,1240.93,1224.37,1224.39,-0.02,0%,1250282,453251000
347,2018-07-05,1188.40,1224.41,1188.37,1224.41,36.01,3.03%,1213674,445847000
348,2018-07-04,1180.36,1190.17,1175.88,1188.40,8.04,0.68%,833891,226062000
349,2018-07-03,1179.71,1183.03,1174.56,1180.36,0.65,0.06%,915136,180480000
350,2018-07-02,1184.53,1187.04,1174.83,1179.71,-4.82,-0.41%,672103,196693000
351,2018-07-01,1198.54,1199.05,1183.52,1184.53,-14.01,-1.17%,619741,187737000
352,2018-06-28,1199.42,1203.96,1197.34,1198.54,-0.88,-0.07%,1148369,219601000
353,2018-06-27,1194.80,1205.53,1190.95,1199.42,4.62,0.39%,583732,159571000
354,2018-06-26,1219.81,1211.17,1194.35,1194.80,-15.29,-1.26%,621796,208990000
355,2018-06-25,1219.81,1220.76,1209.02,1210.09,-9.72,-0.8%,574781,178132000
356,2018-06-24,1218.46,1227.74,1216.21,1219.81,1.35,0.11%,750926,173105000
357,2018-06-21,1217.84,1225.43,1211.31,1218.46,0.62,0.05%,623211,170062000
358,2018-06-20,1226.18,1226.83,1217.46,1217.84,-8.34,-0.68%,2591909,242913000
359,2018-06-19,1235.15,1236.48,1223.93,1226.18,-8.97,-0.73%,587558,189709000
360,2018-06-18,1233.23,1235.15,1221.92,1235.15,1.92,0.16%,493913,188058000
361,2018-06-17,1247.30,1248.62,1232.41,1233.23,-14.07,-1.13%,664521,226919000
362,2018-06-14,1239.26,1252.87,1241.85,1247.30,5.23,0.42%,912750,269468000
363,2018-06-13,1239.26,1243.10,1235.01,1242.07,2.81,0.23%,635010,189941000
364,2018-06-12,1241.19,1244.85,1230.42,1239.26,-1.93,-0.16%,957127,271082000
365,2018-06-11,1231.64,1252.70,1223.78,1241.19,9.55,0.78%,1187152,371066000
366,2018-06-10,1257.07,1259.04,1231.06,1231.64,-25.43,-2.02%,1176034,427746000
367,2018-06-07,1282.75,1285.84,1256.75,1257.07,-25.68,-2%,1441277,413830000
368,2018-06-06,1268.84,1295.82,1268.91,1282.75,13.91,1.1%,497592,189313000
369,2018-06-04,1273.95,1281.98,1258.58,1268.84,-5.11,-0.4%,1090603,403525000
370,2018-06-03,1307.66,1307.63,1273.02,1273.95,-33.71,-2.58%,997338,496812000
371,2018-05-31,1327.21,1323.11,1305.61,1307.66,-14.61,-1.1%,708147,327692000
372,2018-05-30,1327.21,1341.71,1318.24,1322.27,-4.94,-0.37%,797537,428747000
373,2018-05-29,1336.39,1340.60,1322.34,1327.21,-9.18,-0.69%,848794,407629000
374,2018-05-28,1300.41,1336.71,1291.34,1336.39,35.98,2.77%,1366597,397386000
375,2018-05-27,1318.22,1318.30,1300.13,1300.41,-17.81,-1.35%,1023736,368198000
376,2018-05-24,1328.27,1331.02,1317.34,1318.22,-10.05,-0.76%,808792,364065000
377,2018-05-23,1332.82,1333.05,1326.28,1328.27,-4.55,-0.34%,693730,290099000
378,2018-05-22,1337.15,1338.29,1331.81,1332.82,-4.31,-0.32%,1058075,310733000
379,2018-05-21,1339.19,1340.72,1332.27,1337.13,-2.06,-0.15%,807533,300710000
380,2018-05-20,1339.65,1356.94,1335.94,1339.19,-0.46,-0.03%,769303,322666000
381,2018-05-17,1338.01,1348.12,1337.65,1339.65,1.64,0.12%,579041,276532000
382,2018-05-16,1333.85,1338.45,1333.54,1338.01,4.16,0.31%,423376,222051797
383,2018-05-15,1338.17,1341.18,1332.41,1333.85,-4.32,-0.32%,319260,136671000
384,2018-05-14,1348.45,1350.14,1337.44,1338.17,-10.28,-0.76%,1007764,395137000
385,2018-05-10,1356.15,1356.93,1348.45,1348.45,-7.7,-0.57%,773210,332507000
386,2018-05-09,1361.02,1365.62,1352.67,1356.15,-4.87,-0.36%,654224,331771000
387,2018-05-08,1345.37,1361.02,1344.32,1361.02,15.65,1.16%,1439393,476043000
388,2018-05-07,1353.64,1353.79,1344.00,1345.37,-8.27,-0.61%,1102548,406922000
389,2018-05-06,1366.15,1366.67,1353.40,1353.64,-12.51,-0.92%,843410,345673000
390,2018-05-03,1360.38,1376.68,1360.41,1366.15,5.77,0.42%,1480886,710669000
391,2018-05-02,1349.01,1360.87,1335.39,1360.38,11.37,0.84%,785544,362500000
392,2018-04-29,1357.22,1362.66,1337.93,1349.01,-8.21,-0.6%,978074,378035000
393,2018-04-26,1386.47,1392.63,1354.19,1357.22,-29.25,-2.11%,1353121,567924000
394,2018-04-25,1394.86,1399.46,1384.59,1386.47,-8.39,-0.6%,1107513,529378000
395,2018-04-24,1410.85,1413.99,1391.19,1394.86,-15.99,-1.13%,1719800,688872000
396,2018-04-23,1438.49,1461.21,1398.41,1410.85,-27.64,-1.92%,3114618,1457790000
397,2018-04-22,1388.31,1438.57,1388.66,1438.49,50.18,3.61%,2889943,1154540000
398,2018-04-19,1363.01,1391.74,1361.18,1388.31,25.3,1.86%,2663582,1044530000
399,2018-04-18,1331.18,1392.16,1327.78,1363.01,31.83,2.39%,2440105,1064980000
400,2018-04-17,1297.57,1334.45,1297.58,1331.18,33.61,2.59%,1910228,916346000
401,2018-04-16,1280.15,1302.10,1277.01,1297.57,17.42,1.36%,1178738,560925000
402,2018-04-15,1277.55,1280.90,1259.21,1280.15,2.6,0.2%,666761,292869000
403,2018-04-12,1273.33,1285.54,1273.37,1277.55,4.22,0.33%,1329930,404897000
404,2018-04-11,1270.23,1273.35,1257.92,1273.33,3.1,0.24%,859282,250412000
405,2018-04-10,1287.78,1292.00,1266.85,1270.23,-17.55,-1.36%,983159,333682000
406,2018-04-09,1294.65,1316.60,1286.76,1287.78,-6.87,-0.530645%,2627832,796424000
407,2018-04-08,1250.39,1303.30,1250.19,1294.65,44.26,3.5397%,2312865,885887000
408,2018-04-05,1226.45,1250.49,1226.45,1250.39,23.94,1.95198%,1514369,605591000
409,2018-04-04,1199.00,1227.97,1199.06,1226.45,27.45,2.28941%,902750,318394000
410,2018-04-03,1192.96,1200.35,1188.51,1199.00,6.04,0.506304%,679935,213594000
411,2018-04-02,1196.24,1199.78,1191.24,1192.96,-3.28,-0.274192%,1070192,184803000
412,2018-04-01,1204.81,1222.63,1185.51,1196.24,-24.05,-1.97084%,1283013,293590000
413,2018-03-29,1204.81,1222.58,1204.69,1220.29,15.48,1.28485%,1427981,321771000
414,2018-03-28,1207.71,1222.95,1187.04,1204.81,-2.9,-0.240124%,1352290,493058000
415,2018-03-27,1168.55,1217.39,1134.92,1207.71,39.16,3.35116%,1511640,468104000
416,2018-03-26,1220.44,1220.44,1166.01,1168.55,-51.89,-4.25175%,1558804,453727000
417,2018-03-22,1231.07,1238.31,1207.57,1220.44,-10.63,-0.863477%,1077749,431647000
418,2018-03-21,1255.47,1257.52,1224.39,1231.07,-24.4,-1.9435%,945537,360377000
419,2018-03-20,1270.52,1271.13,1249.60,1255.47,-15.05,-1.18455%,962952,302363000
