Date,28 Days,91 Days,182 Days,364 Days,Weighted Average Interbank Rate (Daily),7 Days (Regular),7 Days (Regular),15 Days,30 Days,60 Days,90 Days,Weighted Average Deposit Auction Rate (14 Days),Weighted Average Repo Rate (14 Days)
"12 Nov, 2012",,,,,0.5411,,,,,,,,
"16 Nov, 2012",0.0945,0.6117,,2.1118,0.4882,,,,,,,,
"18 Nov, 2012",,,,,0.5208,,,,,,,,
"20 Nov, 2012",0.1706,0.6760,,2.1612,0.5783,,,,,,,,
"21 Nov, 2012",,,,,0.5938,,,,,,,,
"22 Nov, 2012",,,,,0.6068,,,,,,,,
"23 Nov, 2012",,,,,0.5929,,,,,,,,
"25 Nov, 2012",,,,,0.6326,,,,,,,,
"26 Nov, 2012",,,,,0.6391,,,,,,,,
"27 Nov, 2012",,0.7085,,,0.6172,,,,,,,,
"28 Nov, 2012",,,,,0.5656,,,,,,,,
"29 Nov, 2012",,,,,0.5483,,,,,,,,
"30 Nov, 2012",,,,,0.5833,,,,,,,,
"02 Dec, 2012",,,,,0.5759,,,,,,,,
"03 Dec, 2012",,,,,0.6022,,,,,,,,
"04 Dec, 2012",,0.7651,1.4376,1.7700,0.5555,,,,,,,,
"05 Dec, 2012",,,,,0.5417,,,,,,,,
"06 Dec, 2012",,,,,0.5419,,,,,,,,
"07 Dec, 2012",,,,,0.5528,,,,,,,,
"09 Dec, 2012",,,,,0.5640,,,,,,,,
"10 Dec, 2012",,,,,0.5604,,,,,,,,
"11 Dec, 2012",0.1699,0.8496,1.7358,2.0699,0.5374,,,,,,,,
"12 Dec, 2012",,,,,0.5517,,,,,,,,
"13 Dec, 2012",,,,,0.5203,,,,,,,,
"14 Dec, 2012",,,,,0.5434,,,,,,,,
"16 Dec, 2012",,,,,0.5595,,,,,,,,
"17 Dec, 2012",,,,,0.5353,,,,,,,,
"18 Dec, 2012",0.2401,1.1566,1.9039,2.0111,0.5520,,,,,,,,
"19 Dec, 2012",,,,,0.6025,,,,,,,,
"20 Dec, 2012",,,,,0.6375,,,,,,,,
"21 Dec, 2012",,,,,0.5954,,,,,,,,
"23 Dec, 2012",,,,,0.6585,,,,,,,,
"24 Dec, 2012",,,,,0.6910,,,,,,,,
"26 Dec, 2012",,1.4029,2.1320,2.1858,0.7647,,,,,,,,
"27 Dec, 2012",,,,,0.8273,,,,,,,,
"31 Dec, 2012",,,,,0.8603,,,,,,,,
"01 Jan, 2013",,1.7786,2.2658,2.4584,0.9452,,,,,,,,
"02 Jan, 2013",,,,,0.8929,,,,,,,,
"03 Jan, 2013",,,,,0.8015,,,,,,,,
"04 Jan, 2013",,,,,0.7452,,,,,,,,
"06 Jan, 2013",,,,,0.8299,,,,,,,,
"07 Jan, 2013",,,,,0.8254,,,,,,,,
"08 Jan, 2013",0.2913,1.8570,2.2734,2.4823,0.7863,,,,,,,,
"09 Jan, 2013",,,,,0.6333,,,,,,,,
"10 Jan, 2013",,,,,0.6548,,,,,,,,
"11 Jan, 2013",,,,,0.7201,,,,,,,,
"13 Jan, 2013",,,,,0.7167,,,,,,,,
"15 Jan, 2013",0.4840,1.6000,,,0.9564,,,,,,,,
"16 Jan, 2013",,,,,2.4604,,,,,,,,
"17 Jan, 2013",,,,,2.5423,,,,,,,,
"18 Jan, 2013",,,,,2.6930,,,,,,,,
"20 Jan, 2013",,,,,2.5217,,,,,,,,
"21 Jan, 2013",,,,,2.5014,,,,,,,,
"22 Jan, 2013",,2.0056,,,2.5759,,,,,,,,
"23 Jan, 2013",,,,,2.5276,,,,,,,,
"24 Jan, 2013",,,,,2.2767,,,,,,,,
"25 Jan, 2013",,,,,1.4449,,,,,,,,
"27 Jan, 2013",,,,,1.6664,,,,,,,,
"28 Jan, 2013",,,,,1.4806,,,,,,,,
"30 Jan, 2013",,1.7822,,,1.3286,,,,,,,,
"31 Jan, 2013",,,,,1.3148,,,,,,,,
"01 Feb, 2013",,,,,1.4708,,,,,,,,
"03 Feb, 2013",,,,,1.5731,,,,,,,,
"04 Feb, 2013",,,,,1.8833,,,,,,,,
"05 Feb, 2013",0.7193,1.9304,,,2.0100,,,,,,,,
"06 Feb, 2013",,,,,2.7671,,,,,,,,
"07 Feb, 2013",,,,,3.6350,,,,,,,,
"08 Feb, 2013",,,,,3.7858,,,,,,,,
"10 Feb, 2013",,,,,4.3199,,,,,,,,
"12 Feb, 2013",2.5450,2.1575,,,5.0956,,,,,,,,
"13 Feb, 2013",,,,,6.3610,,,,,,,,
"14 Feb, 2013",,,,,6.7946,,,,,,,,
"15 Feb, 2013",,,,,6.3898,,,,,,,,
"17 Feb, 2013",,,,,6.4179,,,,,,,,
"19 Feb, 2013",,4.8742,4.4214,4.0802,6.4563,,,,,,,,
"20 Feb, 2013",,,,,6.1213,,,,,,,,
"21 Feb, 2013",,,,,5.7891,,,,,,,,
"22 Feb, 2013",,,,,5.2168,,,,,,,,
"24 Feb, 2013",,,,,4.7225,,,,,,,,
"25 Feb, 2013",,,,,4.4602,,,,,,,,
"26 Feb, 2013",,3.7869,,,4.1550,,,,,,,,
"27 Feb, 2013",,,,,4.2842,,,,,,,,
"28 Feb, 2013",,,,,4.9739,,,,,,,,
"01 Mar, 2013",,,,,5.5000,,,,,,,,
"03 Mar, 2013",,,,,5.4499,,,,,,,,
"04 Mar, 2013",,,,,5.5740,,,,,,,,
"05 Mar, 2013",3.1558,4.0040,,,5.8209,,,,,,,,
"06 Mar, 2013",,,,,5.8280,,,,,,,,
"07 Mar, 2013",,,,,4.9527,,,,,,,,
"11 Mar, 2013",,,,,4.5216,,,,,,,,
"13 Mar, 2013",3.7057,3.5124,4.0669,3.9494,4.4354,,,,,,,,
"15 Mar, 2013",,,,,3.4753,,,,,,,,
"17 Mar, 2013",,,,,3.2356,,,,,,,,
"18 Mar, 2013",,,,,2.7793,,,,,,,,
"19 Mar, 2013",,3.1266,3.9002,3.8535,2.6632,,,,,,,,
"20 Mar, 2013",,,,,2.3943,,,,,,,,
"21 Mar, 2013",,,,,2.3893,,,,,,,,
"22 Mar, 2013",,,,,1.9974,,,,,,,,
"24 Mar, 2013",,,,,1.8567,,,,,,,,
"25 Mar, 2013",,,,,1.9147,,,,,,,,
"27 Mar, 2013",,3.0077,3.5113,3.8706,2.8067,,,,,,,,
"28 Mar, 2013",,,,,2.9925,,,,,,,,
"29 Mar, 2013",,,,,2.4075,,,,,,,,
"31 Mar, 2013",,,,,2.7607,,,,,,,,
"01 Apr, 2013",,,,,3.0089,,,,,,,,
"02 Apr, 2013",3.3395,3.1700,3.8008,4.1939,3.6880,,,,,,,,
"03 Apr, 2013",,,,,4.0966,,,,,,,,
"04 Apr, 2013",,,,,5.0043,,,,,,,,
"05 Apr, 2013",,,,,5.1080,,,,,,,,
"07 Apr, 2013",,,,,5.4696,,,,,,,,
"08 Apr, 2013",,,,,5.8189,,,,,,,,
"09 Apr, 2013",5.4505,4.7506,,4.5110,6.3664,,,,,,,,
"11 Apr, 2013",,,,,6.6882,,,,,,,,
"12 Apr, 2013",,,,,6.7165,,,,,,,,
"15 Apr, 2013",,,,,6.7196,,,,,,,,
"16 Apr, 2013",,4.7257,,,6.7555,,,,,,,,
"17 Apr, 2013",,,,,6.8268,,,,,,,,
"18 Apr, 2013",,,,,6.6147,,,,,,,,
"21 Apr, 2013",,,,,6.8184,,,,,,,,
"22 Apr, 2013",,,,,6.7854,,,,,,,,
"23 Apr, 2013",,4.6615,5.1115,,6.7795,,,,,,,,
"25 Apr, 2013",,,,,6.7554,,,,,,,,
"26 Apr, 2013",,,,,6.6898,,,,,,,,
"28 Apr, 2013",,,,,6.7267,,,,,,,,
"29 Apr, 2013",,,,,6.8581,,,,,,,,
"30 Apr, 2013",5.0272,4.1560,,,6.5010,,,,,,,,
"01 May, 2013",,,,,6.7200,,,,,,,,
"02 May, 2013",,,,,6.3419,,,,,,,,
"03 May, 2013",,,,,5.8670,,,,,,,,
"05 May, 2013",,,,,5.8331,,,,,,,,
"06 May, 2013",,,,,5.3295,,,,,,,,
"07 May, 2013",4.8944,4.3309,,,4.9560,,,,,,,,
"08 May, 2013",,,,,4.7339,,,,,,,,
"09 May, 2013",,,,,4.6362,,,,,,,,
"10 May, 2013",,,,,4.9732,,,,,,,,
"11 May, 2013",,,,,4.9830,,,,,,,,
"12 May, 2013",,,,,4.9830,,,,,,,,
"13 May, 2013",,,,,4.9503,,,,,,,,
"14 May, 2013",,4.0677,,4.1201,3.6162,,,,,,,,
"15 May, 2013",,,,,3.2679,,,,,,,,
"16 May, 2013",,,,,2.5058,,,,,,,,
"17 May, 2013",,,,,2.1842,,,,,,,,
"19 May, 2013",,,,,1.4203,,,,,,,,
"20 May, 2013",,,,,1.4841,,,,,,,,
"21 May, 2013",,3.5825,3.6035,,1.5042,,,,,,,,
"22 May, 2013",,,,,1.3355,,,,,,,,
"23 May, 2013",,,,,1.1945,,,,,,,,
"24 May, 2013",,,,,1.1527,,,,,,,,
"26 May, 2013",,,,,1.1246,,,,,,,,
"27 May, 2013",,,,,1.2044,,,,,,,,
"28 May, 2013",1.7747,2.9061,,,1.3491,,,,,,,,
"30 May, 2013",,,,,1.3720,,,,,,,,
"31 May, 2013",,,,,1.0551,,,,,,,,
"02 Jun, 2013",,,,,1.0448,,,,,,,,
"03 Jun, 2013",,,,,1.0291,,,,,,,,
"04 Jun, 2013",,1.9993,2.6966,,1.0243,,,,,,,,
"05 Jun, 2013",,,,,1.0000,,,,,,,,
"06 Jun, 2013",,,,,1.0000,,,,,,,,
"09 Jun, 2013",,,,,1.0000,,,,,,,,
"10 Jun, 2013",,,,,1.0000,,,,,,,,
"11 Jun, 2013",,1.4646,1.9961,,1.0829,,,,,,,,
"12 Jun, 2013",,,,,1.0071,,,,,,,,
"13 Jun, 2013",,,,,1.0118,,,,,,,,
"14 Jun, 2013",,,,,1.0000,,,,,,,,
"16 Jun, 2013",,,,,1.0000,,,,,,,,
"17 Jun, 2013",,,,,1.0000,,,,,,,,
"18 Jun, 2013",,1.2726,1.7235,2.2968,1.0005,,,,,,,,
"19 Jun, 2013",,,,,1.0000,,,,,,,,
"20 Jun, 2013",,,,,1.0000,,,,,,,,
"21 Jun, 2013",,,,,1.0000,,,,,,,,
"23 Jun, 2013",,,,,1.0000,,,,,,,,
"24 Jun, 2013",,,,,1.0000,,,,,,,,
"25 Jun, 2013",0.1339,0.9443,1.3820,1.8838,0.9464,,,,,,,,
"26 Jun, 2013",,,,,0.8628,,,,,,,,
"27 Jun, 2013",,,,,0.8000,,,,,,,,
"28 Jun, 2013",,,,,0.7875,,,,,,,,
"30 Jun, 2013",,,,,0.7864,,,,,,,,
"01 Jul, 2013",,,,,0.7840,,,,,,,,
"02 Jul, 2013",0.6228,1.3790,1.6662,3.0117,0.8156,,,,,,,,
"03 Jul, 2013",,,,,0.8256,,,,,,,,
"04 Jul, 2013",,,,,0.8267,,,,,,,,
"05 Jul, 2013",,,,,0.7083,,,,,,,,
"07 Jul, 2013",,,,,0.7376,,,,,,,,
"08 Jul, 2013",,,,,0.7643,,,,,,,,
"09 Jul, 2013",,1.0886,,2.7910,0.7081,,,,,,,,
"10 Jul, 2013",,,,,0.7500,,,,,,,,
"11 Jul, 2013",,,,,0.5742,,,,,,,,
"12 Jul, 2013",,,,,0.5573,,,,,,,,
"14 Jul, 2013",,,,,0.5814,,,,,,,,
"15 Jul, 2013",,,,,0.4769,,,,,,,,
"16 Jul, 2013",,0.3000,,,0.5000,,,,,,,,
"17 Jul, 2013",,,,,0.4111,,,,,,,,
"18 Jul, 2013",,,,,0.3500,,,,,,,,
"19 Jul, 2013",,,,,0.3080,,,,,,,,
"21 Jul, 2013",,,,,0.3764,,,,,,,,
"22 Jul, 2013",,,,,0.2573,,,,,,,,
"23 Jul, 2013",0.0881,0.3324,,,0.3000,,,,,,,,
"24 Jul, 2013",,,,,0.2500,,,,,,,,
"25 Jul, 2013",,,,,0.2722,,,,,,,,
"26 Jul, 2013",,,,,0.4000,,,,,,,,
"28 Jul, 2013",,,,,0.2708,,,,,,,,
"29 Jul, 2013",,,,,0.3000,,,,,,,,
"30 Jul, 2013",0.1404,0.2339,,,0.2907,,,,,,,,
"31 Jul, 2013",,,,,0.3000,,,,,,,,
"01 Aug, 2013",,,,,0.3000,,,,,,,,
"02 Aug, 2013",,,,,0.3000,,,,,,,,
"04 Aug, 2013",,,,,0.2857,,,,,,,,
"05 Aug, 2013",,,,,0.2750,,,,,,,,
"06 Aug, 2013",,0.1804,,,0.3156,,,,,,,,
"08 Aug, 2013",,,,,0.2596,,,,,,,,
"11 Aug, 2013",,,,,0.2774,,,,,,,,
"12 Aug, 2013",,,,,0.2516,,,,,,,,
"13 Aug, 2013",,0.1421,,,0.2605,,,,,,,,
"14 Aug, 2013",,,,,0.3000,,,,,,,,
"15 Aug, 2013",,,,,0.3000,,,,,,,,
"16 Aug, 2013",,,,,0.2500,,,,,,,,
"19 Aug, 2013",,,,,0.2900,,,,,,,,
"20 Aug, 2013",0.0962,0.1677,0.7883,,0.2637,,,,,,,,
"23 Aug, 2013",,,,,0.3195,,,,,,,,
"25 Aug, 2013",,,,,0.2800,,,,,,,,
"26 Aug, 2013",,,,,0.2583,,,,,,,,
"27 Aug, 2013",0.0962,0.1643,,,0.2697,,,,,,,,
"29 Aug, 2013",,,,,0.2768,,,,,,,,
"30 Aug, 2013",,,,,0.2645,,,,,,,,
"01 Sep, 2013",,,,,0.2750,,,,,,,,
"02 Sep, 2013",,,,,0.2559,,,,,,,,
"03 Sep, 2013",,0.1071,,1.0019,0.2500,,,,,,,,
"04 Sep, 2013",,,,,0.2500,,,,,,,,
"05 Sep, 2013",,,,,0.2733,,0.0899,,,,,,
"06 Sep, 2013",,,,,0.3455,,,,,,,,
"08 Sep, 2013",,,,,0.2591,,,,,,,,
"10 Sep, 2013",,0.0954,0.4113,,0.2500,,,,,,,,
"11 Sep, 2013",,,,,0.2502,,,,,,,,
"12 Sep, 2013",,,,,0.2500,,0.0642,,,,,,
"13 Sep, 2013",,,,,0.2803,,,,,,,,
"16 Sep, 2013",,,,,0.2617,,,,,,,,
"17 Sep, 2013",0.0650,0.0807,0.4627,0.8472,0.2500,,,,,,,,
"19 Sep, 2013",,,,,0.2500,,,,,,,,
"23 Sep, 2013",,,,,0.2333,,,,,,,,
"24 Sep, 2013",0.0436,0.0681,0.4080,0.7797,,,,,,,,,
"26 Sep, 2013",,,,,0.2500,,0.0367,,,,,,
"27 Sep, 2013",,,,,0.2500,,,,,,,,
"29 Sep, 2013",,,,,0.2500,,,,,,,,
"30 Sep, 2013",,,,,0.2385,,,,,,,,
"01 Oct, 2013",,0.0707,0.3826,0.6757,0.2444,,,,,,,,
"02 Oct, 2013",,,,,0.2535,,,,,,,,
"03 Oct, 2013",,,,,0.2300,,0.0542,,,,,,
"04 Oct, 2013",,,,,0.2500,,,,,,,,
"06 Oct, 2013",,,,,0.2500,,,,,,,,
"07 Oct, 2013",,,,,0.2397,,,,,,,,
"08 Oct, 2013",,0.0648,,,0.2500,,,,,,,,
"09 Oct, 2013",,,,,0.2393,,,,,,,,
"10 Oct, 2013",,,,,0.2500,,,,,,,,
"17 Oct, 2013",0.0119,0.0242,,,0.2432,,,,,,,,
"20 Oct, 2013",,,,,0.2341,,,,,,,,
"21 Oct, 2013",,,,,0.2364,,,,,,,,
"22 Oct, 2013",0.0183,0.0391,0.2173,,0.2023,,,,,,,,
"24 Oct, 2013",,,,,0.2500,,,,,,,,
"27 Oct, 2013",,,,,0.2325,,,,,,,,
"28 Oct, 2013",,,,,0.2000,,,,,,,,
"29 Oct, 2013",,0.0259,,0.5548,0.2500,,,,,,,,
"30 Oct, 2013",,,,,0.2500,,,,,,,,
"31 Oct, 2013",,,,,0.2313,,,,,,,,
"06 Nov, 2013",,0.0204,,0.5010,0.2500,,,,,,,,
"07 Nov, 2013",,,,,0.2182,,,,,,,,
"10 Nov, 2013",,,,,0.2118,,,,,,,,
"12 Nov, 2013",0.0102,0.0182,,0.3478,0.2182,,,,,,,,
"13 Nov, 2013",,,,,0.2000,,,,,,,,
"14 Nov, 2013",,,,,0.2087,,,,,,,,
"15 Nov, 2013",,,,,0.2000,,,,,,,,
"17 Nov, 2013",,,,,0.3000,,,,,,,,
"18 Nov, 2013",,,,,0.2500,,,,,,,,
"21 Nov, 2013",0.0105,0.0173,0.3809,0.6986,0.2000,,,,,,,,
"22 Nov, 2013",,,,,0.2000,,,,,,,,
"24 Nov, 2013",,,,,0.2000,,,,,,,,
"25 Nov, 2013",,,,,0.2019,,,,,,,,
"26 Nov, 2013",,0.0164,,,0.2000,,,,,,,,
"27 Nov, 2013",,,,,0.2000,,,,,,,,
"28 Nov, 2013",,,,,0.2368,,,,,,,,
"29 Nov, 2013",,,,,0.2000,,,,,,,,
"01 Dec, 2013",,,,,0.2000,,,,,,,,
"02 Dec, 2013",,,,,0.2000,,,,,,,,
"03 Dec, 2013",,0.0167,0.4276,0.4027,0.2000,,,,,,,,
"04 Dec, 2013",,,,,,,,,,,,,
"05 Dec, 2013",,,,,0.2000,,0.0791,,,,,,
"08 Dec, 2013",,,,,0.2000,,,,,,,,
"10 Dec, 2013",0.0157,0.1922,0.5585,0.8424,0.2000,,,,,,,,
"12 Dec, 2013",,,,,0.2023,,,,,,,,
"15 Dec, 2013",,,,,0.2058,,,,,,,,
"18 Dec, 2013",0.3802,0.4255,0.8702,1.0337,0.1857,,,,,,,,
"19 Dec, 2013",,,,,0.1500,,0.7172,,,,,,
"20 Dec, 2013",,,,,0.1667,,,,,,,,
"22 Dec, 2013",,,,,0.2041,,,,,,,,
"23 Dec, 2013",,,,,0.2229,,,,,,,,
"24 Dec, 2013",,0.4619,0.9484,1.0727,0.2000,,,,,,,,
"26 Dec, 2013",,,,,0.2000,,,,,,,,
"29 Dec, 2013",,,,,0.2038,,,,,,,,
"31 Dec, 2013",,0.5152,0.9788,1.0854,0.2000,,,,,,,,
"01 Jan, 2014",,,,1.0504,0.1500,,,,,,,,
"02 Jan, 2014",,,,,0.2250,,0.7729,,,,,,
"03 Jan, 2014",,,,,0.2417,,,,,,,,
"05 Jan, 2014",,,,,0.2181,,,,,,,,
"06 Jan, 2014",,,,,0.2092,,,,,,,,
"07 Jan, 2014",0.1688,0.4735,,1.0504,0.2133,,,,,,,,
"08 Jan, 2014",,,,,0.2000,,,,,,,,
"09 Jan, 2014",,,,,0.2000,,0.5587,,,,,,
"10 Jan, 2014",,,,,0.2379,,,,,,,,
"12 Jan, 2014",,,,,0.2000,,,,,,,,
"13 Jan, 2014",,,,,0.1754,,,,,,,,
"14 Jan, 2014",0.1364,0.3703,,,0.2000,,,,,,,,
"16 Jan, 2014",,,,,0.2000,,0.4042,,,,,,
"17 Jan, 2014",,,,,0.2000,,,,,,,,
"19 Jan, 2014",,,,,0.2000,,,,,,,,
"20 Jan, 2014",,,,,0.2000,,,,,,,,
"21 Jan, 2014",,0.3578,,,0.2061,,,,,,,,
"22 Jan, 2014",,,,,0.2084,,,,,,,,
"23 Jan, 2014",,,,,0.2223,,0.4133,,,,,,
"24 Jan, 2014",,,,,0.2000,,,,,,,,
"26 Jan, 2014",,,,,0.2098,,,,,,,,
"27 Jan, 2014",,,,,0.2000,,,,,,,,
"28 Jan, 2014",,0.1507,,,0.2115,,,,,,,,
"29 Jan, 2014",,,,,0.2021,,,,,,,,
"02 Feb, 2014",,,,,0.2138,,0.3519,,,,,,
"03 Feb, 2014",,,,,0.2213,,,,,,,,
"04 Feb, 2014",0.0879,0.1233,,,0.2250,,,,,,,,
"05 Feb, 2014",,,,,0.2038,,,,,,,,
"06 Feb, 2014",,,,,0.2000,,,,,,,,
"07 Feb, 2014",,,,,0.1947,,,,,,,,
"09 Feb, 2014",,,,,0.2152,,,,,,,,
"10 Feb, 2014",,,,,0.2011,,,,,,,,
"11 Feb, 2014",0.0751,0.1069,,,0.2154,,,,,,,,
"12 Feb, 2014",,,,,0.2000,,,,,,,,
"13 Feb, 2014",,,,,0.2000,,0.2616,,,,,,
"14 Feb, 2014",,,,,0.2000,,,,,,,,
"16 Feb, 2014",,,,,0.2095,,,,,,,,
"17 Feb, 2014",,,,,0.2001,,,,,,,,
"18 Feb, 2014",,0.0997,0.6014,0.9665,0.2045,,,,,,,,
"20 Feb, 2014",,,,,0.2000,,0.2265,,,,,,
"21 Feb, 2014",,,,,0.2000,,,,,,,,
"23 Feb, 2014",,,,,0.2000,,,,,,,,
"24 Feb, 2014",,,,,0.2000,,,,,,,,
"25 Feb, 2014",,0.0837,,,0.2000,,,,,,,,
"26 Feb, 2014",,,,,0.2000,,,,,,,,
"28 Feb, 2014",,,,,0.2000,,0.1736,,,,,,
"03 Mar, 2014",,,,,0.2027,,,,,,,,
"04 Mar, 2014",0.0156,0.0242,,,0.1889,,,,,,,,
"05 Mar, 2014",,,,,0.2000,,,,,,,,
"06 Mar, 2014",,,,,0.2000,,0.1328,,,,,,
"07 Mar, 2014",,,,,0.1727,,,,,,,,
"09 Mar, 2014",,,,,0.1877,,,,,,,,
"10 Mar, 2014",,,,,0.2000,,,,,,,,
"11 Mar, 2014",0.0266,0.0458,0.3115,0.6440,0.2708,,,,,,,,
"12 Mar, 2014",,,,,0.1667,,,,,,,,
"13 Mar, 2014",,,,,0.2000,,0.1114,,,,,,
"14 Mar, 2014",,,,,0.1977,,,,,,,,
"17 Mar, 2014",,,,,0.2000,,,,,,,,
"18 Mar, 2014",,0.0590,0.3726,0.6915,,,,,,,,,
"19 Mar, 2014",,,,,0.2000,,,,,,,,
"20 Mar, 2014",,,,,0.1750,,0.0996,,,,,,
"21 Mar, 2014",,,,,0.1736,,,,,,,,
"23 Mar, 2014",,,,,0.2000,,,,,,,,
"24 Mar, 2014",,,,,0.1813,,,,,,,,
"25 Mar, 2014",,0.0576,0.1908,0.6890,0.2000,,,,,,,,
"26 Mar, 2014",,,,,0.2000,,,,,,,,
"27 Mar, 2014",,,,,0.1300,,0.0842,,,,,,
"28 Mar, 2014",,,,,0.2000,,,,,,,,
"31 Mar, 2014",,,,,0.1900,,,,,,,,
"01 Apr, 2014",0.0182,0.0597,0.1997,0.6684,,,,,,,,,
"03 Apr, 2014",,,,,0.2000,,0.0720,,,,,,
"04 Apr, 2014",,,,,0.2000,,,,,,,,
"06 Apr, 2014",,,,,0.1931,,,,,,,,
"09 Apr, 2014",0.0164,0.0610,,0.6609,0.2000,,,,,,,,
"10 Apr, 2014",,,,,0.1652,,0.0641,,,,,,
"11 Apr, 2014",,,,,0.1916,,,,,,,,
"13 Apr, 2014",,,,0.6443,0.2000,,,,,,,,
"15 Apr, 2014",,0.0467,,,0.2000,,,,,,,,
"16 Apr, 2014",,,,,0.1833,,,,,,,,
"17 Apr, 2014",,,,,0.2000,,0.0554,,,,,,
"18 Apr, 2014",,,,,0.1879,,,,,,,,
"20 Apr, 2014",,,,,0.2000,,,,,,,,
"21 Apr, 2014",,,,,0.1860,,,,,,,,
"22 Apr, 2014",,0.0447,0.1259,,0.2000,,,,,,,,
"23 Apr, 2014",,,,,0.2001,,,,,,,,
"25 Apr, 2014",,,,,0.2002,,0.0475,,,,,,
"27 Apr, 2014",,,,,0.2000,,,,,,,,
"28 Apr, 2014",,,,,0.1744,,,,,,,,
"29 Apr, 2014",0.0114,0.0375,,,0.1620,,,,,,,,
"30 Apr, 2014",,,,,0.1744,,,,,,,,
"02 May, 2014",,,,,0.2000,,0.0422,,,,,,
"05 May, 2014",,,,,0.2000,,,,,,,,
"06 May, 2014",0.0115,0.0394,,,0.2000,,,,,,,,
"07 May, 2014",,,,,0.1955,,,,,,,,
"09 May, 2014",,,,,,,0.0384,,,,,,
"11 May, 2014",,,,,0.2000,,,,,,,,
"13 May, 2014",,0.0346,,,,,,,,,,,
"15 May, 2014",,,,,0.2000,,0.0350,,,,,,
"16 May, 2014",,,,,0.2000,,,,,,,,
"20 May, 2014",,0.2471,0.2653,,0.2020,,,,,,,,
"21 May, 2014",,,,,0.2000,,,,,,,,
"22 May, 2014",,,,,0.1625,,0.0534,,,,,,
"23 May, 2014",,,,,0.1559,,,,,,,,
"25 May, 2014",,,,,0.2000,,,,,,,,
"26 May, 2014",,,,,0.1563,,,,,,,,
"27 May, 2014",0.0320,0.0433,,,0.1750,,,,,,,,
"28 May, 2014",,,,,0.2250,,,,,,,,
"30 May, 2014",,,,,0.1917,,0.0453,,,,,,
"01 Jun, 2014",,,,,0.2000,,,,,,,,
"03 Jun, 2014",0.0371,0.0467,0.4080,,,,,,,,,,
"05 Jun, 2014",,,,,0.2000,,0.0369,,,,,,
"09 Jun, 2014",,,,,0.2885,,,,,,,,
"10 Jun, 2014",,0.0477,0.4035,,0.1500,,,,,,,,
"11 Jun, 2014",,,,,0.1500,,,,,,,,
"12 Jun, 2014",,,,,0.1500,,0.0347,,,,,,
"13 Jun, 2014",,,,,0.2000,,,,,,,,
"15 Jun, 2014",,,,,0.1500,,,,,,,,
"16 Jun, 2014",,,,,0.1500,,,,,,,,
"17 Jun, 2014",,0.0481,0.4136,0.7310,0.1500,,,,,,,,
"19 Jun, 2014",,,,,0.1500,,0.0322,,,,,,
"20 Jun, 2014",,,,,0.1500,,,,,,,,
"22 Jun, 2014",,,,,0.1500,,,,,,,,
"24 Jun, 2014",0.0104,0.0464,0.4243,0.7685,0.1500,,,,,,,,
"25 Jun, 2014",,,,,0.1500,,,,,,,,
"26 Jun, 2014",,,,,0.1636,,0.0296,,,,,,
"27 Jun, 2014",,,,,0.1604,,,,,,,,
"30 Jun, 2014",,,,,0.1500,,,,,,,,
"01 Jul, 2014",0.0088,0.0457,,0.7836,,,,,,,,,
"02 Jul, 2014",,,,,0.2377,,,,,,,,
"03 Jul, 2014",,,,,,,0.0252,,,,,,
"04 Jul, 2014",,,,,0.1668,,,,,,,,
"06 Jul, 2014",,,,,0.2000,,,,,,,,
"08 Jul, 2014",,0.0092,,0.4599,,,,,,,,,
"10 Jul, 2014",,,,,0.2000,,0.0003,,,,,,
"15 Jul, 2014",,0.0004,,,,,,,,,,,
"17 Jul, 2014",,,,,,,0.0025,,,,,,
"20 Jul, 2014",,,,,0.1500,,,,,,,,
"22 Jul, 2014",0.0013,0.0056,,,,,,,,,,,
"24 Jul, 2014",,,,,,,0.0010,,,,,,
"25 Jul, 2014",,,,,0.1500,,,,,,,,
"28 Jul, 2014",,,,,0.0164,,,,,,,,
"29 Jul, 2014",0.0016,0.0052,,,,,,,,,,,
"31 Jul, 2014",,,,,,,0.0006,,,,,,
"03 Aug, 2014",,,,,0.15,,,,,,,,
"05 Aug, 2014",,0.0042,,,0.1560,,,,,,,,
"07 Aug, 2014",,,,,0.1500,,0.0004,,,,,,
"08 Aug, 2014",,,,,0.1500,,,,,,,,
"12 Aug, 2014",,0.0004,,,0.1500,,,,,,,,
"13 Aug, 2014",,,,,0.1500,,,,,,,,
"14 Aug, 2014",,,,,0.1500,,0.0002,,,,,,
"15 Aug, 2014",,,,,0.1500,,,,,,,,
"19 Aug, 2014",0.0013,0.0126,0.0732,,0.1500,,,,,,,,
"20 Aug, 2014",,,,,0.3224,,,,,,�0.6911,,
"21 Aug, 2014",,,,,0.1500,,0.0427,,,,,,
"22 Aug, 2014",,,,,0.1500,,,,,,,,
"24 Aug, 2014",,,,,0.1761,,,,,,,,
"25 Aug, 2014",,,,,0.1500,,,,,,,,
"26 Aug, 2014",0.0027,0.0426,,,,,,,,,,,
"27 Aug, 2014",,,,,0.1583,,,,,,,,
"28 Aug, 2014",,,,,0.1500,,0.0565,,,,,,
"29 Aug, 2014",,,,,0.1625,,,,,,,,
"31 Aug, 2014",,,,,0.1500,,,,,,,,
"01 Sep, 2014",,,,,0.1500,,,,,,,,
"03 Sep, 2014",,0.0174,,0.5101,0.1500,,,,,,,,
